Params,Test MSE,Test R2,Train Time
"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14725259740606664,0.8416448854478242,7.337698459625244
"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1473149426518971,0.8415778395096256,7.380155324935913
"{'n_estimators': 100, 'learning_rate': 0.1, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1473149426518971,0.8415778395096256,7.47084903717041
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10685602236217306,0.8850872720765016,0.24821233749389648
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10498243538921921,0.8871021233249818,0.4042937755584717
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1085446421188888,0.8832713341594788,0.6552438735961914
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11653480702734866,0.8746787286526246,1.0185024738311768
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13768511600372935,0.8519337335912969,2.829636573791504
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14364971078968541,0.8455194216726911,3.819180488586426
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352443451586136,0.8456541434979189,4.377890110015869
"{'n_estimators': 100, 'learning_rate': 0.2, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352443451586136,0.8456541434979189,4.2724449634552
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1299255216020205,0.860278384089872,0.25084781646728516
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13636188010897693,0.8533567385187769,0.4038095474243164
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14452003052877319,0.8445834817680101,0.6498830318450928
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.17461927533414634,0.8122148210920628,0.9722447395324707
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1611719242807504,0.826676072397611,1.130965232849121
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16868146139151347,0.8186003329515392,1.4963915348052979
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865984021366362,0.818623584317936,1.5000841617584229
"{'n_estimators': 100, 'learning_rate': 0.5, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865984021366362,0.818623584317936,1.5064215660095215
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.20196247767495754,0.7828100023304476,0.5094482898712158
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1680696693846385,0.819258252710086,0.9016177654266357
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15847348271895423,0.829577970429686,1.579613208770752
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15945728422073022,0.8285199924907248,2.5995326042175293
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.17546692660948685,0.8113032588026949,9.834432363510132
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1710355826827308,0.8160687161698505,14.57950496673584
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1710355826827308,0.8160687161698505,18.21671485900879
"{'n_estimators': 200, 'learning_rate': 0.01, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1710355826827308,0.8160687161698505,19.701425552368164
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11346302159904821,0.8779821198453575,0.7087576389312744
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10312990650555141,0.8890943287512499,1.213320255279541
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10361425058783029,0.8885734662063236,1.9944798946380615
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11649288319436328,0.8747238134490345,3.182525157928467
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13875007107489026,0.8507884832849708,11.379281759262085
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1473058159286415,0.841587654367442,15.820260524749756
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1476358361888422,0.8412327513162957,17.214471578598022
"{'n_estimators': 200, 'learning_rate': 0.05, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1476358361888422,0.8412327513162957,16.409442901611328
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10877559211646849,0.8830229710476097,0.5254979133605957
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10013026855753793,0.8923201327047302,0.9195401668548584
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10098040690349298,0.891405895825175,1.4961943626403809
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11821275615003511,0.8728742659116178,2.3111982345581055
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14606944512923714,0.8429172447652856,6.256246089935303
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1472224423150621,0.841677314165378,8.516140460968018
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14728903968435494,0.8416056955030997,7.903713941574097
"{'n_estimators': 200, 'learning_rate': 0.1, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14728903968435494,0.8416056955030997,7.9209136962890625
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1038202854499199,0.8883518967755449,0.4915890693664551
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10674553721059718,0.8852060875618806,0.8024797439575195
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10857989676102354,0.8832334213960227,1.2895665168762207
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1168685185873313,0.8743198559859326,2.081528425216675
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13768512596911198,0.8519337228745466,2.897674560546875
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1436497018783823,0.8455194312558866,3.86270809173584
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352442604029272,0.8456541526125265,3.9366838932037354
"{'n_estimators': 200, 'learning_rate': 0.2, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352442604029272,0.8456541526125265,3.954833984375
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13167628248154348,0.8583956197480941,0.49768638610839844
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13616455916403322,0.8535689370225081,0.8355350494384766
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14456471843340263,0.8445354244951243,1.0818936824798584
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.17462053330358823,0.8122134682745331,1.1092491149902344
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.161171924144688,0.8266760725439322,1.2552554607391357
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16868145747810975,0.8186003371600048,1.5724270343780518
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865983636288462,0.8186235884590551,1.601363182067871
"{'n_estimators': 200, 'learning_rate': 0.5, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865983636288462,0.8186235884590551,1.5898644924163818
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15425022199545,0.8341196555845494,0.7599577903747559
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1308571003756602,0.8592765663561768,1.4022653102874756
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1252565120019744,0.8652994265915648,2.4867546558380127
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1338363933706363,0.8560726413197788,3.986180067062378
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1537874561664034,0.8346173129241168,15.481159925460815
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15320849700332462,0.8352399243157349,22.965744733810425
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15320849700332462,0.8352399243157349,23.499286651611328
"{'n_estimators': 300, 'learning_rate': 0.01, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.15320849700332462,0.8352399243157349,23.397562265396118
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10543732426531467,0.8866129368430351,0.7261362075805664
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10081214584031181,0.8915868433969265,1.2436251640319824
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1027664909137221,0.8894851450674843,1.9957244396209717
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11644826104362047,0.8747718000103374,3.1961843967437744
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1387371642393774,0.8508023632670706,11.160005331039429
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14725276327645978,0.8416447070711737,15.538098335266113
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14758976253960765,0.8412822988158366,15.336658477783203
"{'n_estimators': 300, 'learning_rate': 0.05, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14758976253960765,0.8412822988158366,15.60369062423706
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10406707398960455,0.8880865009308512,0.7181093692779541
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.09971871420047639,0.8927627173416396,1.2292723655700684
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10185730110692591,0.8904628857562129,1.957428216934204
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11855351556052927,0.872507814002218,3.032216787338257
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14606942262312794,0.8429172689683052,5.687888145446777
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14722244376048887,0.8416773126109693,8.012569427490234
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14728903764405088,0.8416056976972381,8.18697214126587
"{'n_estimators': 300, 'learning_rate': 0.1, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14728903764405088,0.8416056976972381,8.093517303466797
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10258453696069497,0.8896808179424107,0.729060173034668
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10682537409639715,0.8851202311531038,1.2307748794555664
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1089777467727165,0.8828055743815317,2.019681930541992
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11681487620959745,0.8743775428792068,2.620298385620117
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13768513106604785,0.8519337173933131,3.022095203399658
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14364969840719025,0.8455194349887988,3.9380064010620117
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352442267351812,0.8456541562331484,4.033250331878662
"{'n_estimators': 300, 'learning_rate': 0.2, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14352442267351812,0.8456541562331484,4.01836633682251
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13264984116512316,0.8573486569129571,0.7394721508026123
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13626553154615997,0.8534603515481604,1.0681664943695068
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14456472320114647,0.8445354193679032,1.1411283016204834
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.17462052883679557,0.8122134730781119,1.1139614582061768
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16117192368465413,0.8266760730386515,1.300144910812378
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16868145660506167,0.8186003380988788,1.6251494884490967
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865983549807567,0.8186235893890688,1.6269640922546387
"{'n_estimators': 300, 'learning_rate': 0.5, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.16865983549807567,0.8186235893890688,1.618887186050415
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.12788228902323523,0.8624756718441793,1.2143499851226807
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11301817811155,0.8784605035388301,2.18892240524292
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10901844822834761,0.8827618041270001,3.7929909229278564
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11875362723278075,0.8722926143565695,6.442901372909546
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1427461716540508,0.846491085642266,26.45399761199951
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.14841245697082192,0.8403975750609333,42.22421455383301
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1484132551722325,0.8403967166769181,42.21386003494263
"{'n_estimators': 500, 'learning_rate': 0.01, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1484132551722325,0.8403967166769181,42.19501066207886
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.09696136597482695,0.8957279634685305,1.1845271587371826
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 4, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.0975552382512064,0.895089314548158,2.018373489379883
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 5, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10394326137064054,0.8882196487449097,3.2409212589263916
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 6, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.11731645726057936,0.8738381437366136,5.084975481033325
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 10, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.13873799876394266,0.850801465821216,11.616345882415771
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 20, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1472527601910921,0.8416447103891712,15.522189617156982
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 50, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1475897611161861,0.841282300346581,15.577693700790405
"{'n_estimators': 500, 'learning_rate': 0.05, 'max_depth': 100, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.1475897611161861,0.841282300346581,15.905208587646484
"{'n_estimators': 500, 'learning_rate': 0.1, 'max_depth': 3, 'tree_method': 'hist', 'use_label_encoder': False, 'eval_metric': 'rmse'}",0.10115115997112215,0.8912222683574029,1.1909267902374268
