Params,Validation MSE,Train Time
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.183154565106203,1.5831812381744386
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.773191398030524,0.8744943618774415
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.9486060536511047,1.6527029991149902
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",4.502135924586362,0.909788703918457
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.910823002889578,1.6409883975982666
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.486842577896914,0.8994909286499023
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.9659501011904594,1.6226499557495118
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.544767981901148,0.8900200843811035
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",4.04218301410456,1.605454158782959
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.619314815354355,0.8828742027282714
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",4.183154565106203,1.585453414916992
"{'n_estimators': 100, 'max_depth': 10, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.773191398030524,0.8755440711975098
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2470308865360393,2.5527907848358153
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.599390798641565,1.462111759185791
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.3284793769981746,2.2351239681243897
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.6839222939290623,1.2438581466674805
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.551177465183848,1.957007360458374
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.019327186093785,1.0861937999725342
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7560530966045027,1.824028491973877
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.2685000212931286,1.0086803913116456
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.9888536335490956,1.7354305267333985
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555167258820701,0.9570199489593506
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2736236421358376,2.2833900451660156
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.652908660105909,1.2789083957672118
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.3224845151824227,2.1832883834838865
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7160156436474567,1.2164599895477295
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.551177465183848,1.9588648319244384
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.019327186093785,1.087568759918213
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7560530966045027,1.8192243576049805
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.2685000212931286,1.0079257488250732
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.9888536335490956,1.74115047454834
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555167258820701,0.9562902450561523
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.373095100276763,2.085302448272705
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.784030139560227,1.155829620361328
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.4334075560243433,2.0178871631622313
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.8964880204964594,1.1189892768859864
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.541166358032618,1.9149913311004638
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.060354539374087,1.0619656562805175
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7560530966045027,1.8189797401428223
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.2685000212931286,1.0079637050628663
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.9888536335490956,1.7295521259307862
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555167258820701,0.9564746856689453
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.5188259345854673,1.9669169902801513
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.9547722273482115,1.091905689239502
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.535710071368437,1.9191627025604248
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.04024406061141,1.0596843719482423
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.677640149032437,1.8425943851470947
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.160467560328749,1.0213562488555907
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.8165756866254554,1.778872299194336
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.348074315118014,0.9888642311096192
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.9888536335490956,1.7282291889190673
"{'n_estimators': 100, 'max_depth': 20, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555167258820701,0.9558614253997803
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2473109069715718,2.6026230335235594
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.547211237360945,1.4952393531799317
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.307998784782884,2.2242114543914795
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7129112550107406,1.244481372833252
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.547247705301247,1.951602840423584
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.022864029353816,1.0857340812683105
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7429841541647684,1.8187077999114991
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.281187754426453,1.0073481559753419
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.987205715358705,1.7293731689453125
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555668015041465,0.9569760799407959
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2620960741980425,2.291853904724121
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6403928979162736,1.289967918395996
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.2949431174710297,2.1836464405059814
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7257572378731822,1.2225303649902344
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.547247705301247,1.9486738681793212
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.022864029353816,1.0863804340362548
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7429841541647684,1.8194821357727051
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.281187754426453,1.0082694053649903
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.987205715358705,1.7291420459747315
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555668015041465,0.9567019462585449
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.382954660087583,2.086127281188965
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.777406186563083,1.161456537246704
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.441768463165219,2.0169623851776124
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.8895740499317313,1.1240346908569336
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.540300282950541,1.915327787399292
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.059440415574995,1.0635728359222412
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7429841541647684,1.8403810501098632
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.281187754426453,1.0113458156585693
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.987205715358705,1.7283878803253174
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555668015041465,0.9600571155548095
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.4974704374671552,1.9702538013458253
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.918809697898184,1.0945491790771484
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.526123368135978,1.9188554763793946
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 2, 'max_features': 'log2'}",4.034259811251756,1.0635233402252198
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.685207417834529,1.8427530765533446
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.150834992831561,1.02355637550354
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.8192982249983225,1.7798436641693116
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.339252664853083,0.9893827915191651
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.987205715358705,1.728421974182129
"{'n_estimators': 100, 'max_depth': 30, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555668015041465,0.9568359375
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2706523447429525,2.6297804355621337
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.5361215582899503,1.4899305820465087
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.308279994669257,2.221091794967651
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7145606216732197,1.2436543941497802
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.547247705301247,1.9503982543945313
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.022864029353816,1.0857007026672363
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7429841541647684,1.8207470417022704
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 6, 'max_features': 'log2'}",4.281187754426453,1.0097495555877685
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'sqrt'}",3.987205715358705,1.7297664165496827
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 2, 'min_samples_leaf': 8, 'max_features': 'log2'}",4.555668015041465,0.9562421798706054
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",3.2626415395168302,2.296979856491089
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",3.6348988464033196,1.2922975540161132
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",3.2973855205025275,2.1882530212402345
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",3.7257572378731822,1.2231229305267335
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",3.547247705301247,1.9536535739898682
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",4.022864029353816,1.0893107891082763
"{'n_estimators': 100, 'max_depth': 40, 'min_samples_split': 5, 'min_samples_leaf': 6, 'max_features': 'sqrt'}",3.7429841541647684,1.8207762718200684
